P2260,5,0.408591,0.396824,0.805415,3
P2630,5,0.640013,0.941953,1.581966,3
P3807,5,0.316773,0,0.316773,3
P2683,5,0.303745,0,0.303745,3
P1888,5,0,0.683608,0.683608,3
P1881,5,0.377205,0,0.377205,3
P1068,5,0.282585,0.98799,1.270576,3
P974,5,0.72026,0,0.72026,3
P1537,5,0.258027,1.189907,1.447934,3
P1532,5,0.391815,0,0.391815,3
P1080,5,0.277964,0.334835,0.612799,3
P1857,5,0.257903,0,0.257903,3
P644,5,0.277215,0,0.277215,3
P642,5,0.716159,0,0.716159,3
P648,5,0.269321,0.698604,0.967925,3
P1337,5,0.291937,0.258027,0.549964,3
P247,5,0.431641,2.031099,2.46274,3
P312,5,0.282585,0,0.282585,3
P3307,5,0.320183,0.408148,0.728331,3
P3273,5,0.367089,0,0.367089,3
P1654,5,0.279804,0.762784,1.042588,3
P505,5,0.618959,0.951669,1.570628,3
P2055,5,0.631169,0,0.631169,3
P3055,5,0.295525,0.635743,0.931268,3
P650,5,0.37061,0.823484,1.194094,3
P426,5,0.487776,0,0.487776,3
P2040,5,0.710175,0,0.710175,3
P2848,5,0.465328,0,0.465328,3
P2995,5,0.314596,0,0.314596,3
P2739,5,0.369431,0.669852,1.039283,3
P1352,5,0.299928,0.266258,0.566186,3
P228,5,0.328633,0,0.328633,3
P223,5,0.28429,1.563,1.847289,3
P133,5,0.377659,2.379764,2.757424,3
P2686,5,0.337594,0,0.337594,3
P2338,5,0.347366,0,0.347366,3
P2237,5,0.293364,0,0.293364,3
P1769,5,0.430205,0,0.430205,3
P2858,5,0.583007,0.401311,0.984318,3
P3296,5,0.362253,0,0.362253,3
P1746,5,0.384978,1.00868,1.393659,3
P1742,5,0.610062,0.417892,1.027954,3
P2430,5,0.278188,0.73067,1.008857,3
P2725,5,0.392511,0.371204,0.763715,3
P1187,5,0.38847,0.294444,0.682914,3
P1181,5,0.296387,0.397325,0.693712,3
P786,5,0,0.368312,0.368312,3
P126,5,0.424076,0.705921,1.129997,3
P2539,5,0.400624,0,0.400624,3
P2882,5,0.336342,0,0.336342,3
P2222,5,0.330192,0,0.330192,3
P1621,5,0.340608,0.360436,0.701044,3
P1578,5,0.404688,1.583634,1.988323,3
P422,5,0,2.29648,2.29648,3
P2716,5,0.345125,0,0.345125,3
P1196,5,0.348531,0,0.348531,3
P1177,5,0.415573,0,0.415573,3
P1171,5,0.407196,2.706576,3.113772,3
P1287,5,0.288443,0,0.288443,3
P1282,5,0.356137,0,0.356137,3
P200,5,0,1.069397,1.069397,3
P3615,5,0.273569,0,0.273569,3
P2415,5,0.396824,0,0.396824,3
P1619,5,0.70646,0,0.70646,3
P1961,5,0.329911,0.271179,0.60109,3
P325,5,0.408209,0.737102,1.145312,3
P1149,5,0.693264,0,0.693264,3
P920,5,0.476003,0.257903,0.733907,3
P108,5,0.391083,0.954997,1.346079,3
P3456,5,0.408104,0,0.408104,3
P2401,5,0.317849,0,0.317849,3
P1116,5,0.754227,0,0.754227,3
P357,5,0.346938,0,0.346938,3
P1296,5,0.256536,0,0.256536,3
P3731,5,0.293455,0,0.293455,3
P2643,5,0.270636,0,0.270636,3
P1615,5,0.369602,0,0.369602,3
P2394,5,0.265683,0.415573,0.681256,3
